PC1,PC2,PC3,PC4
-1.9081616531163696,1.9620576116647372,0.19611580987384275,0.0512479511836173
1.4415387163841649,-1.9676536417486623,1.1460315142535729,-0.1346831307112168
-1.6452497451938675,0.2319856213521727,-0.49033658395852875,-0.5205824964565556
1.825664252163478,-1.8218058812662048,-1.0599547842423123,0.5534140139993854
-0.13765853878734796,-1.9047096371386054,-0.16967503880032916,-0.1800966344120628
-0.6992598834036926,0.6606244315786188,0.6703806133957666,0.8082482317022718
-0.2798574600691091,2.005612672589655,-0.6300275405984652,0.3841467816212339
1.7094701835052204,-0.025504995392585383,-0.4684797463675931,1.8335534174704946
2.1396384960215715,0.15391468199108815,0.5217430233495746,1.6464735127359396
5.005557189269622,-0.4048206282697596,2.743184380001206,-0.4647496017808569
2.194853401912389,2.0554587109246674,-2.036225327392112,-0.2660228858736133
-1.7906565594611392,0.5569878003566635,-0.7278402146003684,-0.5791530378378462
0.4521181097588932,0.7639813410809744,1.4357850367675704,-0.1488549793526064
2.1110017877702174,1.863962729626452,-2.2110636945147393,0.9832875442707889
-3.1098991746042746,1.7335446404693773,1.2633238016317792,-0.03538841364062927
2.019039662774136,2.2158444002785567,-0.652304247945004,-0.7697927433557724
0.3318426904681407,1.3123396251245005,0.30555550589078706,-1.4934246162796432
-2.4936324290379037,-0.4196624421604331,1.1672857968466854,-1.9857558264873736
1.3967896747414472,1.9734284895949965,0.24437950442853493,1.5929846753336778
0.9346466726259557,1.5914307777022678,-1.7029111599154159,0.8756139095850044
-1.9298428776830976,-0.6360613257284966,-0.8644821418775201,0.5846029568552182
-0.4157087534982446,2.3149131829372362,1.5672949864319277,-0.5591087483504733
-0.8945355005344306,-2.2327049895997266,1.3192281228420943,1.4518084068123205
0.3963878249089883,-0.29833200107324054,1.1091163184638735,-1.5950608874190821
1.545344307245821,-0.8587058611750541,-0.7103698779558448,0.01668134774308076
1.1736403792790335,-0.20652781876079299,-0.4865659822023619,-0.33156933354516954
0.9931322981866166,-0.5872779208737676,-2.1464707200219086,-0.4516184466936466
-3.404404873193915,0.8284917711804325,0.10100232955063661,-0.5584452090185054
1.7256234588207124,-1.3748242835388012,-2.385418549886273,0.8981809353775352
-0.08427947867463545,-0.537627058336512,-0.010562058023271492,0.15172359838435212
0.9664153578237944,1.5406665200543566,-0.21644530030022993,0.1936877641393278
0.6314348169671792,1.5871744251474817,1.5218045867612862,0.058339197608363993
-1.4285955016612515,-0.72390615234383,0.6413246045278131,0.25382327008491434
1.5793520954340885,0.16191737907538523,1.510458482889702,-1.5224839871710385
-1.9392013269808273,0.9097320690839308,0.1668327873720212,-0.2112991168964398
1.7650256190914855,0.6341362735184999,0.5860542822414596,1.8256840167712263
1.165312368523163,-1.9068165110840931,-0.08811453974733519,-1.198959405982327
-1.2897562776218638,-0.6576835160846703,1.4945307803063101,1.3034096355006475
-1.7377483023619407,-0.4530582792440573,-1.3379903227488739,-0.2600543186298898
2.3248477939170784,-0.3696251340428811,-0.9374580514448164,0.13105893111249814
1.692514868575183,1.7315065490530788,0.08348624956865319,-0.5242556159522231
2.0029555903810867,0.5404424913631547,-0.4922883136513952,1.9494960357285478
-2.064058522914736,-1.4514076804711804,-1.5240651634412288,-1.3498259846912735
2.166118509960619,2.305224161553196,-1.373872183781449,2.822533149131535
2.075631838549224,0.0633542719504056,-0.07621651788952329,-1.9576310572914764
-1.2340548608986759,2.348122251827581,2.3034981563631205,0.7420085568957345
-1.003702063792895,-1.6424473796872585,0.7791218998604026,-0.41239195247263694
-3.2913799628935583,1.3435439023880966,-0.21237025328306422,1.2966434604776325
1.6991602068922176,-0.9234051100046696,-0.5939099885112393,0.6053880358382651
-2.9411549342880767,-1.3148450136925354,-1.604817304244264,0.7774218018796557
-0.6498043649783282,-0.14372149022614855,-0.20717901791983392,-0.17723500865640177
-3.949627775898359,1.7521412417961466,0.5452603142407207,-0.6780199850972957
-2.002141234591505,-0.5864579215658168,-0.8593192272072164,1.265026965964142
1.5166583856637712,-1.8121286474996638,-1.9214395242227906,-0.47668469196789937
0.015135854437120816,-1.3991661521598426,0.8411034821067387,1.2191976463728245
-2.662223889861595,-0.09789622554086544,-1.126927531705984,1.9173062266511807
-0.7075301794038944,1.4001007742955978,0.3345341950571373,0.4495245343766546
-0.8551771816157513,-0.5730295155060747,0.8458907758179216,-0.7001934927746414
-0.9185119328583855,-0.13866534122242485,2.1078082913024923,0.7368200501791206
-1.7934234598765613,0.8722350627892564,0.6295950011412796,0.20115725099822365
2.0645998569320145,-0.2504552572301403,-0.793883807983779,-0.9837235276251146
2.369183125395307,-1.3755262780454054,0.4411440259125621,0.44124706306586436
-2.412257439870825,-1.3436672058640224,0.677403159823563,1.2582103020217437
-0.9352473645384428,0.2795046225228852,0.31390525897862676,-0.8543627705606222
-0.8177029010215684,-0.21702784298760097,1.3395721499812672,-1.2208223120847177
-2.252239408964796,1.306257716001387,0.21094396277794344,1.1853810382579724
-1.1826471086792543,-0.2763640392220829,0.39136631641617675,-0.38620274022122975
-0.06040170784235136,-0.03182056464015513,1.1549926619598154,0.5503817878082606
0.41516222992251206,-2.0349388162353566,-0.6201134357439365,-1.492923601712849
1.6419594904958565,1.9187536544749308,-1.315095532787851,-0.3612771263109065
-2.357039489307755,1.4669430892431237,-1.0085967931284514,-0.18093819158653499
-2.9604414016786507,1.897404221292166,-1.2223035320204718,0.23610817368089948
0.9519554630621772,0.08967389748738953,-0.025616427124798336,2.70162842635162
-0.535482592374694,-0.6373787539622119,-0.09879488193669074,1.011375323992587
